"","Date","eur_price","eur_open","eur_high","eur_low","eur_change","gbp_price","gbp_open","gbp_high","gbp_low","gbp_change"
"735","2018-09-07",1.1553,1.1624,1.1651,1.155,-0.59,1.2924,1.2933,1.3031,1.291,-0.06
"811","2018-09-09",0,0,0,0,0,1.2929,1.2926,1.2929,1.2916,0.04
"739","2018-09-10",1.1594,1.156,1.1617,1.1526,0.35,1.3027,1.2935,1.3053,1.2896,0.76
"741","2018-09-11",1.1607,1.1594,1.1645,1.1565,0.11,1.3035,1.3027,1.3089,1.297,0.06
"744","2018-09-12",1.1626,1.1604,1.1651,1.157,0.16,1.3048,1.3033,1.3081,1.298,0.1
"747","2018-09-13",1.169,1.1627,1.1703,1.1608,0.55,1.3107,1.3047,1.3123,1.3026,0.45
"750","2018-09-14",1.163,1.169,1.1724,1.1619,-0.51,1.3068,1.3107,1.3143,1.3055,-0.3
"812","2018-09-16",0,0,0,0,0,1.3071,1.307,1.3077,1.307,0.02
"754","2018-09-17",1.1683,1.1623,1.1699,1.1617,0.46,1.3158,1.3069,1.3168,1.3069,0.67
"756","2018-09-18",1.1667,1.1684,1.1726,1.1651,-0.14,1.3149,1.3158,1.3174,1.3118,-0.07
"759","2018-09-19",1.1673,1.1667,1.1716,1.1648,0.05,1.3144,1.315,1.3216,1.3095,-0.04
"762","2018-09-20",1.1777,1.1671,1.1786,1.1665,0.89,1.3267,1.3144,1.3299,1.3135,0.94
"765","2018-09-21",1.175,1.1776,1.1804,1.1731,-0.23,1.3077,1.3268,1.3278,1.3054,-1.43
"813","2018-09-23",0,0,0,0,0,1.3079,1.3078,1.3085,1.3071,0.02
"769","2018-09-24",1.1748,1.1751,1.1817,1.1723,-0.02,1.3121,1.3069,1.3169,1.3055,0.32
"771","2018-09-25",1.1772,1.1748,1.1793,1.173,0.2,1.3183,1.3121,1.3195,1.3094,0.47
"774","2018-09-26",1.174,1.1767,1.1799,1.1726,-0.27,1.317,1.3185,1.3219,1.3138,-0.1
"777","2018-09-27",1.1641,1.174,1.1759,1.1637,-0.84,1.3082,1.3168,1.3188,1.3075,-0.67
"780","2018-09-28",1.1609,1.1641,1.1652,1.1567,-0.27,1.3031,1.3081,1.3093,1.3,-0.39
"814","2018-09-30",0,0,0,0,0,1.3039,1.3043,1.3043,1.303,0.06
"655","2018-10-01",1.1578,1.1609,1.163,1.1563,-0.27,1.3043,1.3031,1.3112,1.3011,0.03
"657","2018-10-02",1.1548,1.1578,1.1582,1.1506,-0.26,1.2979,1.3044,1.3057,1.294,-0.49
"660","2018-10-03",1.1478,1.1548,1.1595,1.1465,-0.61,1.294,1.2979,1.3024,1.2924,-0.3
"663","2018-10-04",1.1515,1.1478,1.1543,1.1464,0.32,1.302,1.2941,1.3042,1.2921,0.62
"666","2018-10-05",1.1524,1.1513,1.155,1.1483,0.08,1.3123,1.3019,1.3126,1.3002,0.79
"806","2018-10-07",0,0,0,0,0,1.3127,1.3124,1.3129,1.3109,0.03
"670","2018-10-08",1.1492,1.152,1.1536,1.1459,-0.28,1.309,1.3108,1.3136,1.3028,-0.28
"672","2018-10-09",1.149,1.1491,1.1504,1.143,-0.02,1.3144,1.3091,1.3152,1.3032,0.41
"675","2018-10-10",1.152,1.1491,1.1547,1.1479,0.26,1.3196,1.3143,1.3217,1.3134,0.4
"678","2018-10-11",1.1594,1.1519,1.16,1.1517,0.64,1.3236,1.3196,1.3249,1.3182,0.3
"681","2018-10-12",1.1563,1.1592,1.1611,1.1534,-0.27,1.3155,1.3225,1.3259,1.3149,-0.61
"807","2018-10-14",0,0,0,0,0,1.3103,1.3086,1.311,1.3085,-0.4
"685","2018-10-15",1.1579,1.1559,1.1608,1.1537,0.14,1.3153,1.314,1.3183,1.3079,0.38
"687","2018-10-16",1.1575,1.158,1.1623,1.1564,-0.03,1.3187,1.3153,1.3237,1.3141,0.26
"690","2018-10-17",1.1501,1.1575,1.1585,1.1495,-0.64,1.3115,1.3183,1.3194,1.31,-0.55
"693","2018-10-18",1.1453,1.15,1.1528,1.1448,-0.42,1.3018,1.3113,1.3132,1.3015,-0.74
"696","2018-10-19",1.1515,1.1451,1.1536,1.1433,0.54,1.3072,1.3017,1.3104,1.3011,0.41
"808","2018-10-21",0,0,0,0,0,1.3066,1.3075,1.3075,1.3063,-0.05
"700","2018-10-22",1.1465,1.1507,1.1552,1.1455,-0.43,1.2962,1.3069,1.3092,1.2954,-0.8
"702","2018-10-23",1.1471,1.1466,1.1495,1.1438,0.05,1.2983,1.2964,1.3045,1.2936,0.16
"705","2018-10-24",1.1392,1.147,1.1477,1.1378,-0.69,1.2881,1.2982,1.2993,1.2866,-0.79
"708","2018-10-25",1.1376,1.1392,1.1434,1.1355,-0.14,1.2817,1.2883,1.2921,1.2798,-0.5
"711","2018-10-26",1.1403,1.1376,1.1422,1.1334,0.24,1.2833,1.2817,1.2844,1.2777,0.12
"809","2018-10-28",0,0,0,0,0,1.2831,1.2825,1.2835,1.2824,-0.02
"715","2018-10-29",1.1373,1.1408,1.1418,1.1361,-0.26,1.2793,1.2829,1.2854,1.2792,-0.3
"717","2018-10-30",1.1344,1.1372,1.1387,1.1338,-0.25,1.2707,1.2793,1.2814,1.2696,-0.67
"720","2018-10-31",1.1312,1.1345,1.1363,1.1301,-0.28,1.2766,1.2705,1.2831,1.2697,0.46
"591","2018-11-01",1.1409,1.1311,1.1426,1.1306,0.86,1.3011,1.2769,1.3036,1.2759,1.92
"594","2018-11-02",1.1387,1.1408,1.1458,1.1372,-0.19,1.2973,1.3012,1.3042,1.2951,-0.29
"802","2018-11-04",0,0,0,0,0,1.3006,1.3024,1.3024,1.3,0.25
"598","2018-11-05",1.1407,1.1391,1.1425,1.1356,0.18,1.3042,1.3025,1.3064,1.2965,0.28
"600","2018-11-06",1.1427,1.1406,1.144,1.1389,0.18,1.3098,1.304,1.3109,1.302,0.43
"603","2018-11-07",1.1426,1.1427,1.1502,1.1395,-0.01,1.3126,1.3102,1.3176,1.3073,0.21
"606","2018-11-08",1.1363,1.1425,1.1448,1.1352,-0.55,1.3061,1.3126,1.315,1.3043,-0.5
"609","2018-11-09",1.1336,1.1364,1.1371,1.1315,-0.24,1.2976,1.3062,1.3081,1.2958,-0.65
"803","2018-11-11",0,0,0,0,0,1.2938,1.2914,1.2938,1.2914,-0.29
"613","2018-11-12",1.1218,1.1331,1.1333,1.1214,-1.04,1.2849,1.296,1.2967,1.2827,-0.69
"615","2018-11-13",1.1291,1.1219,1.1296,1.1216,0.65,1.2974,1.2849,1.305,1.284,0.97
"618","2018-11-14",1.131,1.129,1.1349,1.1262,0.17,1.2996,1.2979,1.3074,1.2886,0.17
"621","2018-11-15",1.1328,1.1309,1.1364,1.1271,0.16,1.2776,1.2991,1.3031,1.2724,-1.69
"624","2018-11-16",1.142,1.133,1.1423,1.132,0.81,1.2839,1.2772,1.2879,1.2758,0.49
"804","2018-11-18",0,0,0,0,0,1.2835,1.2847,1.2847,1.2827,-0.03
"628","2018-11-19",1.1453,1.1403,1.1467,1.1393,0.29,1.2851,1.2829,1.2885,1.2795,0.12
"630","2018-11-20",1.1371,1.1453,1.1473,1.1357,-0.72,1.2788,1.2851,1.2884,1.2776,-0.49
"633","2018-11-21",1.1385,1.1371,1.1426,1.1363,0.12,1.2777,1.2789,1.2821,1.2764,-0.09
"636","2018-11-22",1.1408,1.1382,1.1434,1.1378,0.2,1.2878,1.2776,1.2928,1.2769,0.79
"639","2018-11-23",1.1341,1.1403,1.1422,1.1325,-0.59,1.2814,1.2879,1.2884,1.2799,-0.5
"805","2018-11-25",0,0,0,0,0,1.2813,1.2826,1.2829,1.2812,-0.01
"643","2018-11-26",1.1328,1.1343,1.1385,1.1323,-0.11,1.2834,1.2853,1.2865,1.2795,0.16
"645","2018-11-27",1.1288,1.1326,1.1344,1.1276,-0.35,1.275,1.2835,1.2836,1.2726,-0.65
"648","2018-11-28",1.1366,1.1291,1.1387,1.1264,0.69,1.2825,1.2746,1.2848,1.2731,0.59
"651","2018-11-29",1.1393,1.1367,1.1403,1.1348,0.24,1.2794,1.2825,1.2853,1.2755,-0.24
"654","2018-11-30",1.1317,1.1395,1.1402,1.1304,-0.67,1.2752,1.2792,1.2811,1.2734,-0.33
"788","2018-12-02",0,0,0,0,0,1.2752,1.2746,1.2752,1.2734,0
"135","2018-12-03",1.1354,1.1315,1.1382,1.1315,0.33,1.2724,1.2769,1.2826,1.2699,-0.22
"137","2018-12-04",1.1345,1.1354,1.1421,1.1318,-0.08,1.272,1.2725,1.2841,1.2659,-0.03
"140","2018-12-05",1.1344,1.1342,1.1361,1.1309,-0.01,1.2733,1.2725,1.2799,1.2671,0.1
"143","2018-12-06",1.1376,1.1345,1.1414,1.1321,0.28,1.2785,1.2733,1.2812,1.27,0.41
"146","2018-12-07",1.1378,1.1377,1.1425,1.1359,0.02,1.2729,1.2785,1.2812,1.2711,-0.44
"789","2018-12-09",0,0,0,0,0,1.2719,1.2705,1.2726,1.2704,-0.08
"150","2018-12-10",1.1356,1.1401,1.1444,1.1349,-0.19,1.2561,1.2729,1.276,1.2507,-1.24
"152","2018-12-11",1.1316,1.1361,1.1402,1.1304,-0.35,1.2486,1.2563,1.264,1.248,-0.6
"155","2018-12-12",1.1368,1.1317,1.1388,1.1312,0.46,1.2631,1.2489,1.2673,1.2477,1.16
"158","2018-12-13",1.1363,1.1369,1.1396,1.133,-0.04,1.2657,1.2635,1.2688,1.2611,0.21
"161","2018-12-14",1.1309,1.1362,1.1374,1.1268,-0.48,1.2584,1.2655,1.2675,1.2528,-0.58
"790","2018-12-16",0,0,0,0,0,1.2584,1.2603,1.2603,1.2576,0
"165","2018-12-17",1.1347,1.1308,1.136,1.1299,0.34,1.2627,1.2591,1.2648,1.2569,0.34
"167","2018-12-18",1.1361,1.1346,1.1402,1.1336,0.12,1.2647,1.2625,1.2708,1.2611,0.16
"170","2018-12-19",1.1377,1.1361,1.1442,1.136,0.14,1.261,1.2641,1.2681,1.2608,-0.29
"173","2018-12-20",1.1446,1.1377,1.1487,1.1371,0.61,1.2657,1.2611,1.2709,1.2609,0.37
"176","2018-12-21",1.1369,1.1447,1.1477,1.1353,-0.67,1.2631,1.2658,1.2698,1.2617,-0.21
"791","2018-12-23",0,0,0,0,0,1.2651,1.2647,1.2651,1.2641,0.16
"180","2018-12-24",1.14,1.137,1.1439,1.135,0.27,1.2724,1.2652,1.2744,1.263,0.58
"182","2018-12-25",1.1362,1.14,1.1429,1.1361,-0.33,1.2687,1.2726,1.273,1.2666,-0.29
"185","2018-12-26",1.1353,1.1363,1.1423,1.1342,-0.08,1.2634,1.2675,1.2721,1.2631,-0.42
"188","2018-12-27",1.143,1.1353,1.1457,1.1349,0.68,1.2644,1.2632,1.2676,1.2616,0.08
"191","2018-12-28",1.1438,1.1429,1.1478,1.1424,0.07,1.2707,1.2644,1.2712,1.2635,0.5
"792","2018-12-30",0,0,0,0,0,1.269,1.27,1.2704,1.2689,-0.13
"195","2018-12-31",1.147,1.1443,1.147,1.1421,0.28,1.2759,1.2683,1.2816,1.268,0.54
"259","2019-01-01",1.1464,1.1466,1.1481,1.1425,-0.05,1.2752,1.276,1.2764,1.2725,-0.05
