"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 01, 2018","114.90","116.00","117.93","109.40","181.08K","-0.95%"
"Mar 31, 2018","116.00","118.28","124.37","115.42","171.58K","-1.93%"
"Mar 30, 2018","118.28","114.58","126.03","109.50","338.65K","3.23%"
"Mar 29, 2018","114.58","131.53","132.33","112.69","381.71K","-12.89%"
"Mar 28, 2018","131.53","134.82","139.67","130.14","171.24K","-2.44%"
"Mar 27, 2018","134.82","148.08","149.34","134.76","221.02K","-8.91%"
"Mar 26, 2018","148.00","159.87","160.95","141.95","274.26K","-7.42%"
"Mar 25, 2018","159.87","158.74","162.90","157.00","90.32K","0.71%"
"Mar 24, 2018","158.74","168.70","169.88","158.00","119.12K","-5.87%"
"Mar 23, 2018","168.64","163.77","169.18","156.50","137.88K","2.97%"
"Mar 22, 2018","163.77","168.50","172.68","159.87","162.11K","-2.86%"
"Mar 21, 2018","168.59","168.73","175.22","165.45","141.38K","-0.17%"
"Mar 20, 2018","168.87","161.60","173.69","155.67","178.53K","4.59%"
"Mar 19, 2018","161.46","153.53","163.59","151.14","236.33K","5.17%"
"Mar 18, 2018","153.53","152.30","157.50","137.14","338.45K","0.73%"
"Mar 17, 2018","152.42","163.84","165.42","150.09","144.89K","-7.39%"
"Mar 16, 2018","164.59","164.08","171.98","158.15","173.85K","0.31%"
"Mar 15, 2018","164.08","160.13","167.50","149.93","292.92K","2.47%"
"Mar 14, 2018","160.13","175.05","177.78","157.35","220.19K","-8.52%"
"Mar 13, 2018","175.05","177.42","182.16","170.50","201.30K","-1.25%"
"Mar 12, 2018","177.26","188.18","192.99","174.05","218.31K","-5.80%"
"Mar 11, 2018","188.18","176.50","193.34","170.30","251.43K","6.59%"
"Mar 10, 2018","176.55","186.04","194.72","174.86","252.89K","-5.10%"
"Mar 09, 2018","186.04","175.47","189.95","158.79","477.77K","6.10%"
"Mar 08, 2018","175.35","185.17","187.71","173.02","187.61K","-5.30%"
"Mar 07, 2018","185.17","197.75","199.38","173.87","303.33K","-6.00%"
"Mar 06, 2018","196.99","210.00","210.02","191.72","178.16K","-6.40%"
"Mar 05, 2018","210.45","213.46","216.71","208.93","107.48K","-1.43%"
"Mar 04, 2018","213.50","209.92","215.20","204.16","98.35K","1.71%"
"Mar 03, 2018","209.91","213.32","218.57","208.78","171.43K","-1.55%"
"Mar 02, 2018","213.21","209.26","214.05","203.60","117.88K","1.83%"
"Mar 01, 2018","209.37","201.71","215.51","200.30","145.55K","3.64%"
"Feb 28, 2018","202.02","214.96","223.51","201.39","230.19K","-5.86%"
"Feb 27, 2018","214.60","218.36","223.62","212.66","217.05K","-1.71%"
"Feb 26, 2018","218.34","218.13","231.75","214.56","424.74K","0.28%"
"Feb 25, 2018","217.74","206.33","222.50","199.22","327.30K","5.53%"
"Feb 24, 2018","206.33","206.21","218.34","194.20","328.14K","0.06%"
"Feb 23, 2018","206.21","192.62","215.55","181.94","401.80K","6.99%"
"Feb 22, 2018","192.73","210.03","221.00","188.68","456.66K","-8.24%"
"Feb 21, 2018","210.03","228.98","231.25","203.78","496.29K","-8.26%"
"Feb 20, 2018","228.94","221.63","252.86","221.03","638.40K","3.13%"
"Feb 19, 2018","222.00","213.18","226.75","212.86","235.41K","3.98%"
"Feb 18, 2018","213.50","228.93","231.21","211.00","349.38K","-6.51%"
"Feb 17, 2018","228.36","228.44","232.70","223.14","203.86K","-0.06%"
"Feb 16, 2018","228.50","220.45","234.84","209.15","469.10K","3.21%"
"Feb 15, 2018","221.40","211.70","236.20","207.00","724.22K","4.58%"
"Feb 14, 2018","211.70","159.28","216.71","159.28","923.49K","33.05%"
"Feb 13, 2018","159.11","161.43","162.44","152.26","110.08K","-1.44%"
